DeploymentID,City,State,Agency,TechnologyID,VendorID,Summary,Link,Latitude,Longitude
1,Woodstock,VA,Woodstock Police Department,1,1,The Woodstock Police Department has used body-worn cameras since at least 2012.,https://www.vrsa.us/body-camera-footage-corroborates-police-accounts-in-woodstock-shooting/,38.8817784,-78.5058429
2,Rockford,IL,Rockford Police Department,2,2,"The Rockford Police Department spent $310,000 on ShotSpotter gunshot detection technology in 2018.",https://www.rrstar.com/news/20181006/less-gunfire-detected-in-rockford-despite-new-shotspotter-technology,42.2713945,-89.093966
3,Atlanta,GA,Atlanta Police Department,2,2,The Atlanta Police Department began using ShotSpotter gunshot technology in 2018 and purchased Flock Safety Raven technology in January 2022,https://www.wsbtv.com/news/local/atlanta/atlanta-police-testing-new-sensors-that-detect-sound-of-gunshots/874029120/,33.7489924,-84.3902644
4,Peoria,IL,Peoria Police Department,2,2,The Peoria Police Department began using ShotSpotter gunshot detection in 2013.,http://www.icjia.state.il.us/assets/articles/Shotspotter-Final-191213T18420528.pdf,40.6938609,-89.5891008
5,Goldsboro,NC,Goldsboro Police Department,2,2,The Goldsboro Police Department uses ShotSpotter gunshot detection technology.,https://www.cbs17.com/news/goldsboro-police-call-shotspotter-a-success/1035325074/,35.3848841,-77.9927651
6,Rochester,NY,Rochester Police Department,2,2,The Rochester Police Department has been using ShotSpotter gunshot detection technology since at least 2013.,https://www.newyorkupstate.com/rochester/2017/01/see_how_the_gunshot_detection_system_coming_to_syracuse_works_in_rochester_video.html,43.157285,-77.615214
7,Pittsburgh,PA,Pittsburgh Bureau of Police,2,2,The Pittsburgh Bureau of Police spent $1.2 million on ShotSpotter gunshot detection technology in 2013.,https://www.wtae.com/article/critics-say-gunshot-detection-system-misfires/7462020,40.4416941,-79.9900861
8,Newburgh,NY,Newburgh Police Department,1,3,The Newburgh Police Department began a body-worn camera program in 2015 and began with 20 cameras.,https://www.cityofnewburgh-ny.gov/sites/newburghny/files/u279/body-worn_camera_pilot_program.pdf,41.503557,-74.02439159105296
9,Tillamook,OR,Tillamook Police Department,1,4,The Tillamook Police Department's Facebook page shows officers with body-worn cameras.,https://www.facebook.com/tillamookpolicedepartment/photos/a.496649310478379/837121463097827/?type=3&theater,45.460293,-123.7266793
10,Williamston,NC,Martin County Sheriff's Office,1,5,"In 2016, the Martin County Sheriff’s Office purchased body-worn cameras with a $15,000 grant from the governor.",http://www.martincountyncgov.com/_fileUploads/minutes/413201642528PM.pdf,35.8546039,-77.0555114
11,Peachtree City,GA,Peachtree City Police Department,1,4,"As of June 2018, all officers in the Peachtree City Police Department use body-worn cameras.",https://thecitizen.com/2018/06/04/police-body-cameras-now-common-use-fayetteville-peachtree-city-tyrone/,33.3975472,-84.5898256
12,Deming,NM,Luna County Sheriff's Department,1,6,The Luna County Sheriff's Department began using Axon body-worn cameras in 2014.,https://investor.axon.com/press-releases/press-release-details/2014/CORRECTION---TASER-International/default.aspx,32.2627416,-107.7581979
13,Vail,CO,Vail Police Department,1,5,"As of 2016, all Vail Police Department officers are equipped with Coban body-worn cameras.",http://www.vailgov.com/Portals/0/docs/Police/VPD%20BWC%20policy.pdf,39.6438028,-106.3888231
14,Abilene,TX,Taylor County Sheriff's Office,1,5,"In April 2016, the Taylor County Sheriff's Office purchased Coban body-worn cameras with matching funds from the state Criminal Justice Division.",https://ktxs.com/news/abilene/body-cameras-approved-for-taylor-county-sheriffs-office,32.44645,-99.7475905
15,Ocala,FL,Ocala Police Department,1,4,"In September 2014, the Oscala Police Department received $130,775 to purchase 130 body-worn cameras.",https://www.usatoday.com/story/news/2014/09/18/ocala-police-body-cameras/15862567/,29.1871986,-82.1400923
16,Grand Forks,ND,University of North Dakota Police Department,1,4,The University of North Dakota Police Department began using body-worn cameras in 2014.,https://www.prairiebusinessmagazine.com/news/education/3971414-cameras-new-officers-among-measures-bolster-und-security,47.9252104,-97.0306325
17,Broomfield,CO,Broomfield Police Department,3,4,"The Broomfield Police Department spent $19,150 on a stationary automatic license plate reader in 2019",https://www.broomfield.org/DocumentCenter/View/29886/2019AnnualBudget_Final?bidId=,39.9403995,-105.05208
18,Edgewood,NM,Edgewood Police Department,1,5,"The Town of Edgewood spent $7,510 on Coban-brand body-worn cameras in March 2016.",https://www.facebook.com/edgewoodpolicedepartmentnm/photos/a.961972543924308/2615310265257186/?type=3&theater,35.0613019,-106.1911055
19,Beaumont,TX,Jefferson County Sheriff's Office,1,4,The Jefferson County Sheriff's Office uses body-worn cameras.,https://co.jefferson.tx.us/agenda/agendas_pl/20160711_346/Attachments/RESOLUTION%20FOR%20BODY%20WORN%20CAMERA%20GRANT.pdf,30.0829344,-94.0984277
20,Irvington,NY,Irvington Police Department,3,4,The Irvington Police Department has used automated license plate readers since at least 2012.,http://www.irvingtonny.gov/CivicAlerts.aspx?AID=911&ARC=1629,41.0398662,-73.872717
21,Madison,AL,Madison Police Department,1,5,The Madison Police Department purchased 63 Coban body-worn cameras in 2018.,https://whnt.com/2018/04/25/madison-police-to-get-body-worn-cameras-and-phase-them-in-this-year/,34.7736807,-86.5675095
22,Greenville,NC,Greenville Police Department,1,5,"The Greenville Police Department implemented body-worn cameras in 2017, starting with 200 Coban-brand cameras.",https://web.archive.org/web/20170624104403/https://www.reflector.com/news/2017/05/26/greenville-police-rolling-out-body-cameras.html,35.613224,-77.3724593
23,Lubbock,TX,Texas Tech Police Department,1,5,The Texas Tech Police Department has been uses Coban body-worn cameras.,https://www.facebook.com/TTAA/photos/pcb.10155445970627131/10155445968027131/?type=3&theater,33.5855677,-101.8470215
24,Canton,OH,Canton Police Department,2,7,"The Canton Police Department began using a Shotspotter gunshot detection system in 2013, but switched to Wi-fiber's gunshot detection technology in 2019.",https://www.cantonrep.com/news/20190812/canton-replacing-shotspotter-with-new-system,40.7985464,-81.3749508
25,Upper Saucon,PA,Upper Saucon Police Department,3,4,"Upper Saucon Township's 2017 budget identifies purchase of mobile license plate reader and related equipment using a $40,000 gaming grant.",https://www.uppersaucon.org/wp-content/uploads/2015/12/2017-Budget-FINAL.pdf,40.53350905,-75.40618649910064
26,Burnet,TX,Burnet County Constables,3,4,The Burnet County Constables outfitted two patrol cars with automated plate readers in 2016. The data is kept for 30 days.,https://www.dailytrib.com/2016/02/01/new-technology-helps-constables-match-license-plates-with-warrants/,30.7763939,-98.1700016
27,Oregon,OH,Oregon Police Division,1,5,The Oregon Police Division began using body-worn cameras in 2016.,https://www.oregonohio.org/images/stories/docs/citycouncil/minutes/2016/M20160606%20C.pdf,41.6436603,-83.4868768
28,East Chicago,IN,East Chicago Police Department,2,2,East Chicago Poliice Department began using Shotspotter gunshot detection technology in 2013.,https://www.nwitimes.com/news/local/crime-and-courts/update-neighbors-say-multiple-shots-heard-the-night-before-body/article_e825f9c2-ff81-5531-99a6-e3039fe21a52.html,41.6397857,-87.4548466
29,Bowling Green,KY,Bowling Green Police Department,1,5,The Bowling Green Police Department purchased 95 Coban body-worn Cameras in 2016.,https://www.bgdailynews.com/news/bgpd-officers-to-have-body-cams-by-the-end-of/article_85d591d1-1a6d-50c8-b7cb-57b5b2109c5a.html,36.9903199,-86.4436018
30,Doral,FL,Miami-Dade Police Department,2,2,"Miami-Dade Police Department began using ShotSpotter in 2011, but abandoned it in 2014. MDPD reintroduced the technology in 2016.",https://www.miaminewtimes.com/news/miami-dade-police-spending-up-to-5-million-on-gunshot-detector-they-said-doesnt-work-8790892,25.8195424,-80.3553302
31,Miami,FL,Miami Police Department,2,2,Miami Police Department began using Shotspotter gunshot detection technology in 2014 and tripled the area covered in 2017.,https://www.miamiherald.com/news/local/community/miami-dade/article176206371.html,25.7741728,-80.19362
32,Clarksburg,WV,Harrison County Sheriff's Office,3,4,"The Harrison County Sheriff's Office receives alerts from automated license plate readers that were installed through a joint effort by many cities in West Virginia. In 2018, the sheriff's office used grant money from the West Virginia Department of Homeland Security to install ALPRs at the U.S. 50/Interstate 79 intersection.",https://www.wvnews.com/theet/news/it-s-a-very-valuable-tool-license-plate-readers-helping/article_74db0b9c-046a-5d91-860c-e57c81409e59.html,39.2806451,-80.3445341
33,Holbrook,AZ,Navajo County Sheriff's Office,3,4,Navajo County Sheriff's Office has been using automatic license plate readers since 2013.,https://tribunenewsnow.com/sheriffs-office-increases-use-of-lpr-cameras,34.9037105,-110.1593261
34,Corpus Christi,TX,Corpus Christi Police Department,1,4,The Corpus Christi Police Department has 178 body-worn cameras as of May 2019.,https://www.caller.com/story/news/crime/2019/05/02/corpus-christi-police-officials-no-body-cam-torreon-shooting/3655170002/,27.7635302,-97.4033191
35,Harker Heights,TX,Harker Heights Police Department,1,5,The Harker Heights Police Department patrol officers wear Coban body-worn cameras.,http://www.ci.harker-heights.tx.us/images/PDF/HarkerHeightsFY2017-2018BudgetBook.pdf,31.0746347,-97.6590473
36,Calumet City,IL,Calumet City Police Department,2,2,The Calumet City Police Department began using Shotspotter gunshot detection technology in 2018.,https://calumetcity.org/uncategorized/calumet-city-police-join-select-company-with-crime-fighting-device/,41.616016,-87.5295837
37,Pittsburgh,PA,Baldwin Police Department,3,4,The Baldin Police Department has used automated license plate readers since 2011. It purchased another ALPR system in 2018 with asset forfeiture funds,https://www.post-gazette.com/local/region/2015/04/05/license-plate-recognition-homeland-security-privacy-data/stories/201504030307,40.4416941,-79.9900861
38,Quartzsite,AZ,Quartzsite Police Department,3,4,"In September 2017, the Quartzsite Police Department purchased a police car equipped with an automated license plate reader with funds from the Arizona Automobile Theft Authority.",https://www.parkerpioneer.net/news/article_3bb4e6be-a2e8-11e7-9392-4ffb8b6a7bb3.html,33.6669903,-114.21681
39,Avon,OH,Avon Police Department,1,4,"The Avon Police Department spent $20,000 to equip all 35 of its officers with body-worn cameras in 2016.",https://www.cleveland.com/avon/2016/01/avon_police_wear_body_cameras.html,41.4516512,-82.0350598
40,Goldsboro,NC,Wayne County Sheriff's Office,3,8,"In April 2017, the Wayne County Sheriff's Office filed a request to reallocate $10,000 for the purchase of two new automated license plate readers, one of which was a replacement for a broken camera.",https://www.waynegov.com/AgendaCenter/ViewFile/Agenda/_04182017-424,35.3848841,-77.9927651
41,Poughkeepsie,NY,Poughkeepsie Police Department,3,8,"In 2012, the Town of Poughkeepsie Police Department spent $14,943 on ELSAG automated license plate readers .",https://www.aclu.org/sites/default/files/field_document/alprpra_cityofpoughkeepsie_poughkeepsieny_1.pdf,41.7065539,-73.9283672
42,Poughkeepsie,NY,Poughkeepsie Police Department,3,4,The Town of Poughkeepsie Police Department's Technology Operations division maintains and operates an automated license plate reader system.,http://www.townpolice.net/specialized-units/technology-operations,41.7065539,-73.9283672
43,Poughkeepsie,NY,Poughkeepsie Police Department,1,6,The Poughkeepsie Police Department purchased 65 Axon body-worn cameras in 2020.,https://www.dailyfreeman.com/news/local-news/poughkeepsie-police-begin-using-body-worn-cameras/article_acf223a2-3f8d-11ea-96bd-4b389d4aeb3f.html,41.7065539,-73.9283672
44,Pueblo,CO,Pueblo Police Department,3,8,"The Pueblo Police Department began using ELSAG automated license plate readers in 2010. PPD added another ALPR system in 2018. The Pueblo Transportation Department also added Nupark ALPR systems, which is checked against the Pueblo Police Department's hot lists.",https://www.pueblo.us/DocumentCenter/View/22628/LPR-Privacy-Policy?bidId=,38.263995,-104.6141867
45,Newburgh,NY,Newburgh Police Department,2,2,"The Newburg Police Department began using Shotspotter gunshot detection technology in 2017, but the system was cut from the 2020 budget. As of January 2020, Shotspotter was still operational as police sought supplementary funding.",https://www.dailyfreeman.com/news/police-blotter/newburgh-seeks-funding-for-shot-spotter-program/article_7db3d098-2ff9-11ea-9596-7f78c4fcb36b.html,41.503557,-74.02439159105296
46,Rockwall,TX,Rockwall Police Department,1,9,"In 2017, the Rockwall Police Department received a grant from the governor of Texas to outfit every patrol officer with body-worn cameras. In 2018, RPD switched from Coban to GETAC-brand cameras. The city's 2020 budget included $47,000 for GETAC-brand BWCs.",http://www.rockwall.com/documents/finance/FY20%20Proposed%20Budget.pdf,32.8923464,-96.4066987
47,Jefferson,WI,Jefferson County Sheriff's Office,1,4,The Jefferson County Sheriff's Office uses body-worn cameras.,https://www.facebook.com/678284275517798/photos/a.689632877716271/3070438786302323/?type=3&theater,43.0224668,-88.7673031
48,Tallahassee,FL,Florida State University Police Department,1,5,The Florida State University Police Department began using body-worn cameras as early as 2014.,https://www.fsunews.com/story/news/2014/12/03/fsupd-invests-in-police-body-cameras/19904629/,30.4380832,-84.2809332
49,Easton,PA,Easton Police Department,1,4,The Easton Police Department purchased 61 body-worn Cameras in 2019.,https://www.mcall.com/news/local/easton/mc-nws-easton-body-cam-20191013-vk6sahxtwfdajjkcvbuq5yhbeu-story.html,40.6916081,-75.2099866
50,Easton,PA,Easton Police Department,3,4,"In 2017, the Mayor of Easton approved a surveillance camera plan to ""flood the West Ward with license plate recognition software"" so the Easton Police Department can ""record every single vehicle.""",https://www.wfmz.com/business/easton-to-install-new-surveillance-system-in-west-ward/article_9d3eae74-2807-5950-a889-a50f255ec0ca.html,40.6916081,-75.2099866
51,Urbana,OH,Urbana Police Division,3,4,"According to the Urbana Police Division's 2010 annual report, the agency purchased an automated license plate reader through a U.S. Department of Homeland Security grant.",https://www.urbanaohio.com/uploads/1/2/4/6/124631710/2010_annual_report.pdf,40.1083912,-83.7524298
52,Georgetown,SC,Georgetown County Sheriff's Office,1,5,"The Georgetown County Sheriff's Office started its body-worn camera program in 2015 with 25 cameras. As of 2020, deputies wear Coban BWCs.",https://www.facebook.com/147036171974447/photos/a.252161554795241/2944260335585336/?type=3&theater,33.4392245,-79.3343041
53,Stafford,VA,Stafford County Sheriff's Office,3,4,"According the Free Lance-Star, the Stafford County Sheriff's Office has operated automated license plate Rreaders since March 2011.",https://www.fredericksburg.com/news/who-has-your-license-plate-data/article_2fdab69a-4dca-5776-85b7-fb194cf9d5e1.html,38.4167265,-77.4579783
54,Paterson,NJ,Paterson Police Department,2,2,The Paterson Police Department implemented ShotSpotter gunshot detection technology in 2007.,https://www.govtech.com/dc/articles/Paterson-NJ-Improves-Public-Safety-with.html,40.9167654,-74.171811
55,Buckhannon,WV,Buckhannon Police Department,1,4,"The Buckhannon Police Department spent $14,000 on nine body-worn cameras in early 2015.",https://wvpress.org/copydesk/insight/buckhannon-police-wear-body-cameras/,38.9939426,-80.2322698
56,Winter Haven,FL,Polk County Sheriff's Office,3,4,The Polk County Sheriff's Office operates 11 automated license plate reader systems as of 2018.,https://www.MuckRock.com/foi/polk-county-204/automated-license-plate-reader-alpr-adoption-use-and-data-retention-policies-polk-county-sheriff-65976/,28.0222435,-81.7328568
57,Bradenton,FL,Manatee County Sheriff's Office,3,4,"The Manatee County Sheriff's Office has eight automated license plate readers, as of 2018.",https://www.wtsp.com/article/news/investigations/10-investigates/your-license-plate-under-surveillance-more-tampa-bay-area-agencies-using-automatic-readers/67-599749753,27.4989278,-82.5748194
58,New Port Richey,FL,Pasco County Sheriff's Office,3,4,The Pasco County Sheriff's Office has five automated license plate readers as of 2018.,https://www.wtsp.com/article/news/investigations/10-investigates/your-license-plate-under-surveillance-more-tampa-bay-area-agencies-using-automatic-readers/67-599749753,28.2441768,-82.7192671
59,Largo,FL,Pinellas County Sheriff's Office,3,4,The Pinellas County Sheriff's Office has 30 automated license plate readers as of 2018.,https://www.wtsp.com/article/news/investigations/10-investigates/your-license-plate-under-surveillance-more-tampa-bay-area-agencies-using-automatic-readers/67-599749753,27.9094665,-82.7873244
60,Clearwater,FL,Clearwater Police Department,3,4,The Clearwater Police Deparmtent has four automated license plate readers as of 2018.,https://www.wtsp.com/article/news/investigations/10-investigates/your-license-plate-under-surveillance-more-tampa-bay-area-agencies-using-automatic-readers/67-599749753,27.9658533,-82.8001026
61,New Port Richey,FL,New Port Richey Police Department,3,4,The New Port Richey Police Department has two automated license plate readers as of 2018.,https://www.wtsp.com/article/news/investigations/10-investigates/your-license-plate-under-surveillance-more-tampa-bay-area-agencies-using-automatic-readers/67-599749753,28.2441768,-82.7192671
62,Sarasota,FL,Sarasota Police Department,3,4,The Sarasota Police Department has two automated license plate readers as of 2018.,https://www.wtsp.com/article/news/investigations/10-investigates/your-license-plate-under-surveillance-more-tampa-bay-area-agencies-using-automatic-readers/67-599749753,27.3365805,-82.5308545
63,Harrisonville,MO,Cass County Sheriff's Office,3,8,"The Cass County Sheriff's Office spent $20,595 on automatic license plate readers in 2018.",https://www.casscounty.com/AgendaCenter/ViewFile/Agenda/_04252018-211,38.655124,-94.3471072
64,Asheboro,NC,Randolph County Sheriff's Office,3,4,"As of January 2019, the Randolph County Sheriff's Office has four automated license plate readers.",https://www.courier-tribune.com/news/20190110/sheriff-gets-new-positions-dogs-and-equipment,35.7079146,-79.8136446
65,Seguin,TX,Guadalupe County Sheriff's Office,3,10,"In December 2015, Guadalupe County approved a contract with Vigilant Solutions to provide automated license plate readers to the county sheriff's office and constable offices.",https://www.eff.org/deeplinks/2016/01/no-cost-license-plate-readers-are-turning-texas-police-mobile-debt-collectors-and,29.5688411,-97.9647269
66,Seguin,TX,Guadalupe County Constables,3,10,"In December 2015, Guadalupe County approved a contract with Vigilant Solutions to provide automated license plate readers to the county sheriff's office and constable offices.",https://www.eff.org/deeplinks/2016/01/no-cost-license-plate-readers-are-turning-texas-police-mobile-debt-collectors-and,29.5688411,-97.9647269
67,Savannah,GA,Savannah Police Department,2,4,"The Savannah Police Department began using Shotspotter gunshot detection systems in 2015. On April 14, 2022, the Savannah City Council voted to expand the network of ShotSpotter acoustic sensors to seven-and-a-half square miles and will now be spending about $520,000 annually on the technology.",https://www.gpb.org/news/2022/04/15/savannah-adds-more-shotspotter-sensors-technology-faces-criticism-police-reform,32.0790074,-81.0921335
68,Conroe,TX,Montgomery County Sheriff's Office,1,6,Montgomery County Sheriff's Office deployed 30 body-worn cameras in November of 2018.,https://www.timesherald.com/news/montgomery-county-sheriff-s-office-announces-deployment-of-body-cams/article_3125b216-ecff-11e8-9cd9-7fbbe12a18b8.html,30.3118769,-95.4560512
69,New Caney,TX,Montgomery County Constables Precinct 4,1,6,More than than half of the Montgomery County Constables Precinct 4 staff use Axon body-worn cameras.,https://www.yourconroenews.com/neighborhood/moco/news/article/Montgomery-County-Precinct-4-deputies-get-new-13604079.php,30.155216,-95.2113221
70,Kingsville,TX,Kingsville Police Department,1,5,"In 2017, the Kingsville Police Department received a grant from the Office of the Texas's Governor Criminal Justice Division for the purchase of 35 Coban body-worn cameras and a 30-terabyte server to store footage.",http://www.kingsvillerecord.com/news/kpd-awarded-grant-for-purchase-of-body-worn-cameras/article_a62c26b6-167e-11e7-a6d1-d30c12e0adca.html,27.5158689,-97.856109
71,Pelham,NY,Pelham Police Department,3,8,"The Pelham Police Department has used automated license plate readers since at least 2009. In 2018, a local Girl Scout troop fundraised for an additional ALPR system.",https://www.aclu.org/sites/default/files/field_document/alprpra_pelhampolicedepartment_pelhamny_1.pdf,40.9098215,-73.8079111
72,Buffalo,NY,Erie County Sheriff's Office,1,6,"In October 2017, the Erie County Sheriff's Office began a body-worn camera pilot progam with 12 Axon cameras. In 2019, the Erie County legislature approved a 5-year contract with Axon to expand the BWC program for $1.6 million.",http://www2.erie.gov/sheriff/index.php?q=press/sheriff-starts-body-worn-camera-trial,42.8867166,-78.8783922
73,Saginaw,MI,Saginaw Police Department,2,2,Saginaw Police Department began using Shotspotter gunshot detection systems in 2009.,https://www.abc12.com/home/headlines/Is-Saginaws-Shotspotter-working-335221041.html,43.4200387,-83.9490365
74,Westminster,CO,Westminster Police Department,3,8,"The Westminster Police Department began using ELSAG automated license plate readers in 2009. In 2018 and 2019, the U.S. Bureau of Justice Assistance awarded the department funds for its ALPR program.",https://www.cityofwestminster.us/Portals/1/Documents/Government%20-%20Documents/City%20Council/AgendaArchive/ag082409.pdf,39.8366528,-105.0372046
75,Maryland Heights,MO,Maryland Heights Police Department,1,4,"Maryland Heights Police Department officers wear body-worn cameras, according to social media posts as recent as 2019.",https://twitter.com/MHPolice/status/1187823682724519936/photo/1,38.7150511,-90.435999
76,Bryan,TX,Brazos County Sheriff's Office,1,11,"As of 2016, the Brazos County Sheriff's Office distribued 49 body-worn cameras among its patrol, courthouse security, crisis intervention team, and jail transport personnel.",https://www.county.org/TAC/media/TACMedia/County%20Magazine/Past%20Issues/2016/CountyMag_JanFeb2016.pdf,30.6743643,-96.3699632
77,Denver,CO,Denver Police Department,3,4,The Denver Police Department installed 6 automated license plate readers in 2015.,https://www.denverpost.com/2018/10/09/denver-police-license-plate-camera-scan-federal-boulevard/,39.7392364,-104.984862
78,Bakersfield,CA,Bakersfield Police Department,2,2,"Bakersfield Police Department has been using Shotspotter gunshot detection technology since March 2018. The initial two-year contract was paid for with a $450,000 Project Safe Neighborhood Grant,.",https://bakersfieldnow.com/news/local/is-shotspotter-working-in-bakersfield,35.3738712,-119.019463
79,Anahuac,TX,Chambers County Sheriff's Office,1,5,The Chambers County Sheriff's Office purchased 43 Coban body-worn cameras in 2017.,http://baytownsun.com/news/article_e02a2292-36c1-11e7-927b-5f7afdd26019.html?mode=jqm,29.7713308,-94.6785092
80,Sparks,NV,Sparks Police Department,1,4,The Sparks Police Department began using Axon body-worn cameras in June 2018.,http://www.sparkspolice.com/use-force-data/public-stats-data/body-worn-cameras/,39.5404679,-119.7487235
81,Elko,NV,Elko Police Department,1,6,"Elko Police Department signed a $224,000 contract with Axon for 40 body-worn cameras and video storage in June 2018.",https://elkodaily.com/news/local/city-to-spend-k-for-police-body-cameras/article_67a28798-9017-535a-9fd6-6663bf846b10.html,41.1958128,-115.3272864
82,Grand Prairie,TX,Grand Prairie Police Department,3,10,"The Grand Prairie Police Department received over $190,000 in funding to purchase 10 Automated License Plate Scanners sometime before 2010. In 2017, the city approved a $90,000 contract with Vigilant Solutions for access to the company's ALPR software platform.",https://www.texasobserver.org/the-eyes-of-texas-cops-are-upon-you/,32.7459645,-96.9977846
83,Elko,NV,Elko County Sheriff's Office,1,4,"The Elko County Sheriff's Office began its body-worn camera program in 2014. As of 2017, the office had spent more than $10,000 on 60 cameras.",https://elkodaily.com/news/local/elko-county-concerned-about-storage-of-data-from-police-body/article_7550e1c1-39a7-5e15-83cf-f6db5e2cdbb8.html,41.1958128,-115.3272864
84,Mesquite,NV,Mesquite Police Department,3,4,In 2018 the Mesquite Police Department equipped two vehicles with automated license plate readers and began installing stationary ALPRs throughout the city.,https://www.ktnv.com/news/new-technology-is-on-the-road-in-mesquite-to-find-criminals,36.8035642,-114.067141
85,Gloucester,VA,Gloucester County Animal Control Department,1,4,Gloucester County Animal Control officers have used body-worn cameras since at least 2018.,https://www.gloucesterva.info/DocumentCenter/View/6165/Section-725-Body-Worn-Camera-Policy?bidId=,37.4452288,-76.5594479
86,Gloucester,VA,Gloucester County Sheriff's Office,1,6,The Gloucester County Sheriff's Office has charged an $18.53 fee per freedom of information request for body-worn camera footage since 2016.,https://www.gloucesterva.info/DocumentCenter/View/6854/Freedom-of-Information-Act---Body-Camera-Footage-Request,37.4452288,-76.5594479
87,Frederick,CO,Frederick Police Department,1,6,The town of Frederick purchases body-worn cameras from Axon in 2017.,https://www.frederickco.gov/AgendaCenter/ViewFile/ArchivedAgenda/_06132017-755,40.0991506,-104.937199
88,Reno,NV,Reno Police Department,1,6,"The Reno Police Department has been using Axon body-worn cameras since at least 2018. In 2022, the agency upgraded to Axon's Fleet model.",https://www.ktvn.com/story/38400035/local-officers-begin-wearing-body-cameras,39.5261206,-119.8126581
89,Minden,NV,Douglas County Sheriff's Office,1,6,Douglas County Sheriff's Office outfitted 107 deputies with Axon body-worn cameras in 2017.,https://www.tahoedailytribune.com/news/local/douglas-deputies-start-packing-body-cameras/,38.9542487,-119.765617
90,Waxahachie,TX,Ellis County Sheriff's Office,1,6,"The Ellis County Sheriff's Office started using body-worn cameras in 2017. In 2018, they signed a five-year contract with Axon.",https://www.midlothianmirror.com/news/20181206/county-commissioners-make-shift-from-precinct-to-countywide-polling,32.3944908,-96.8439365
91,Ponce Inlet,FL,Ponce Inlet Police Department,1,4,The Ponce Inlet Police Department uses body-worn cameras.,https://www.news-journalonline.com/news/20180422/who-uses-body-cameras-in-florida,29.0963729,-80.9369983
92,Orange City,FL,Orange City Police Department,1,4,The Orange City Police Department uses body-worn caeras.,https://www.theledger.com/news/20180422/who-uses-body-cameras-in-florida,28.9488761,-81.2986741
93,Derby,KS,Derby Police Department,1,4,"The Derby Police Department launched its department-wide Axon body-worn camera program in 2018. The program will cost $87,000 over five years.",http://www.derbyks.com/DocumentCenter/View/2311/2016-Budget-Workshop?bidId=,37.5455735,-97.2689331
94,Las Vegas,NV,Las Vegas Metropolitan Police Department,1,4,"The Las Vegas Metropolitan Police Department began testing body-worn cameras in 2011. As of 2017, LVMPD had purchased about 2,000 BWCs from Axon.",https://www.reviewjournal.com/crime/north-las-vegas-police-yet-to-deploy-state-required-body-cameras-1618524/,36.1672719,-115.1483538
95,Port Orange,FL,Port Orange Police Department,1,6,The Port Orange Police Department began using Axon body-worn cameras in 2016.,https://www.port-orange.org/DocumentCenter/View/5334/2018-Annual-Report?bidId=,29.1386874,-80.9968286
96,Charlotte,NC,Charlotte-Mecklenburg Police Department,1,6,"The Charlotte-Mecklenurg Police Department has been using body-worn cameras since at least 2014. In 2022, the agency replaced its previous model with Axon BWCs.",https://www.charlotteobserver.com/news/local/article258392413.html,35.2272086,-80.8430827
97,Columbia,MO,Columbia Police Department,1,6,The Columbia Police Department began using Axon body-worn cameras in 2012 and implemented them department-wide in 2014.,https://www.columbiatribune.com/news/20170909/vast-body-camera-footage-strains-time-of-columbia-police,38.951883,-92.3337366
98,Brevard,NC,Transylvania County Sheriff's Office,1,4,The Transylvania County Sheriff's Office purchased 15 body-worn cameras in 2015.,https://www.blueridgenow.com/news/20150208/some-police-departments-consider-body-cameras-others-hesitate,35.2334472,-82.7342919
99,Cape May Court House,NJ,Cape May County Sheriff's Office,1,6,"The Cape May County Sheriff’s Office has 75 body-worn cameras, according to a 2020 survey from New Jersey Attorney General's Office.",https://www.nj.gov/oag/newsreleases20/2020-BWC-Survey_FULL.pdf,39.075937999999994,-74.81146154659743
100,Colonial Heights,VA,Colonial Heights Police Department,1,4,"The Colonial Heights Police Department purchased 42 body cameras for approximately $70,000 in 2014.",http://www.colonialheightsva.gov/Archive/ViewFile/Item/830,37.2555718,-77.4112016
101,Ocala,FL,Ocala Police Department,4,12,The Ocala Police Department began using PredPol (now Geolitica) in 2016.,https://www.MuckRock.com/foi/ocala-10232/predpol-documents-ocala-ocala-police-department-ocala-fl-34471-63108/#comms,29.1871986,-82.1400923
102,Rocky Mount,NC,Rocky Mount Police Department,1,6,The Rocky Mount Police Department rolled out its body-worn camera program in 2017.,https://www.rockymountnc.gov/UserFiles/Servers/Server_230888/File/Departments%20&%20Services/Police/2016%20Annual%20Police%20Report.pdf,35.9423833,-77.7956949
103,Rio Dell,CA,Rio Dell Police Department,1,6,The Rio Dell Police Department began using Axon body-worn cameras in 2015,https://www.times-standard.com/2017/07/27/humboldt-county-police-body-cameras-in-the-future-for-some-now-for-others/,40.499301,-124.106437
104,Orlando,FL,University of Central Florida Police Department,1,6,The University of Central Florida Police Department uses Axon body-worn cameras.,http://www.nicholsonstudentmedia.com/news/ucfpd-chief-implements-new-technology-to-increase-transparency-safety/article_7c06f896-b53f-11e8-a7e9-0b35f3df7322.html,28.5421109,-81.3790304
105,Decatur,GA,DeKalb County Police Department,1,13,"In 2016, DeKalb County Police Department purchased 600 Utlity body-worn cameras.",https://www.prnewswire.com/news-releases/georgias-dekalb-county-police-department-chooses-bodyworn-as-its-exclusive-body-camera-solution-300301433.html,30.8736613,-84.5740953
